FechaVenta,IdProducto,Producto,Cantidad,PrecioVenta,IdCliente,Cliente,IdTienda,Tienda
2024-04-19,9,Tablet 10,2,738.92,10,Hooli,1,ElectroShop Online
2024-07-27,3,Refrigerador Doble Puerta,2,1421.09,8,Dunder Mifflin,6,ElectroShop Oeste
2024-12-30,9,Tablet 10,5,2124.96,8,Dunder Mifflin,6,ElectroShop Oeste
2024-05-30,1,Televisor LED 55,5,4615.9,8,Dunder Mifflin,4,ElectroShop Sur
2024-11-21,9,Tablet 10,4,1630.68,7,Wayne Enterprises,9,Tienda Online Plus
2024-11-14,5,Aspiradora Sin Bolsa,1,234.54,5,Weyland-Yutani,9,Tienda Online Plus
2024-06-15,3,Refrigerador Doble Puerta,5,4049.93,2,Globex Corporation,7,Tienda Express
2024-09-25,8,Computadora Portátil 15,2,1283.28,8,Dunder Mifflin,8,ElectroShop Este
2024-12-05,5,Aspiradora Sin Bolsa,4,994.1,5,Weyland-Yutani,3,Outlet Norte
2024-04-30,9,Tablet 10,3,1112.94,3,Initech,10,ElectroShop California
2024-07-06,7,Home Theater 5.1,4,871.97,3,Initech,1,ElectroShop Online
2024-12-26,4,Microondas 20L,3,829.53,9,Pied Piper,1,ElectroShop Online
2024-02-25,3,Refrigerador Doble Puerta,4,3104.96,7,Wayne Enterprises,9,Tienda Online Plus
2024-01-14,9,Tablet 10,2,820.07,5,Weyland-Yutani,7,Tienda Express
2024-11-14,9,Tablet 10,1,411.95,10,Hooli,10,ElectroShop California
2024-02-25,10,Smartwatch,5,1527.99,4,Umbrella Corp,1,ElectroShop Online
2024-08-22,1,Televisor LED 55,2,2181.99,6,Stark Industries,3,Outlet Norte
2024-11-25,7,Home Theater 5.1,2,424.87,2,Globex Corporation,4,ElectroShop Sur
2024-04-22,1,Televisor LED 55,1,904.41,8,Dunder Mifflin,4,ElectroShop Sur
2024-01-19,5,Aspiradora Sin Bolsa,5,1262.25,1,ACME Corp,9,Tienda Online Plus
2024-12-23,6,Licuadora 600W,4,553.41,2,Globex Corporation,4,ElectroShop Sur
2024-07-26,9,Tablet 10,4,1592.0,2,Globex Corporation,5,Tienda Premium
2024-11-11,5,Aspiradora Sin Bolsa,2,506.9,5,Weyland-Yutani,4,ElectroShop Sur
2024-08-07,5,Aspiradora Sin Bolsa,4,996.43,2,Globex Corporation,1,ElectroShop Online
2024-11-08,1,Televisor LED 55,5,4921.5,1,ACME Corp,2,Tienda Central
2024-03-16,1,Televisor LED 55,3,3163.45,3,Initech,8,ElectroShop Este
2024-07-06,4,Microondas 20L,1,293.04,2,Globex Corporation,3,Outlet Norte
2024-09-11,4,Microondas 20L,4,1304.11,9,Pied Piper,4,ElectroShop Sur
2024-08-10,9,Tablet 10,1,411.0,10,Hooli,2,Tienda Central
2024-10-18,8,Computadora Portátil 15,2,1177.81,7,Wayne Enterprises,2,Tienda Central
2024-04-25,10,Smartwatch,2,635.45,6,Stark Industries,5,Tienda Premium
2024-07-01,6,Licuadora 600W,2,291.02,6,Stark Industries,4,ElectroShop Sur
2024-10-05,7,Home Theater 5.1,5,1017.46,8,Dunder Mifflin,9,Tienda Online Plus
2024-04-22,5,Aspiradora Sin Bolsa,5,1290.05,8,Dunder Mifflin,9,Tienda Online Plus
2024-06-05,10,Smartwatch,5,1596.31,8,Dunder Mifflin,6,ElectroShop Oeste
2024-02-29,4,Microondas 20L,1,324.11,9,Pied Piper,4,ElectroShop Sur
2024-10-17,5,Aspiradora Sin Bolsa,5,1142.6,3,Initech,2,Tienda Central
2024-12-11,5,Aspiradora Sin Bolsa,3,777.22,8,Dunder Mifflin,1,ElectroShop Online
2024-08-30,2,Lavadora 8kg,2,934.74,10,Hooli,1,ElectroShop Online
2024-08-05,9,Tablet 10,4,1569.22,9,Pied Piper,1,ElectroShop Online
2024-01-18,7,Home Theater 5.1,1,188.02,6,Stark Industries,2,Tienda Central
2024-03-11,9,Tablet 10,3,1311.1,6,Stark Industries,9,Tienda Online Plus
2024-03-21,5,Aspiradora Sin Bolsa,3,719.08,10,Hooli,5,Tienda Premium
2024-02-06,8,Computadora Portátil 15,3,2101.57,8,Dunder Mifflin,5,Tienda Premium
2024-08-28,3,Refrigerador Doble Puerta,3,2085.38,5,Weyland-Yutani,6,ElectroShop Oeste
2024-10-10,8,Computadora Portátil 15,5,3142.78,5,Weyland-Yutani,2,Tienda Central
2024-02-13,10,Smartwatch,3,905.16,6,Stark Industries,5,Tienda Premium
2024-10-12,5,Aspiradora Sin Bolsa,1,226.36,9,Pied Piper,7,Tienda Express
2024-12-10,6,Licuadora 600W,5,661.05,6,Stark Industries,4,ElectroShop Sur
2024-06-17,7,Home Theater 5.1,2,410.85,1,ACME Corp,8,ElectroShop Este
2024-08-28,10,Smartwatch,3,846.88,7,Wayne Enterprises,4,ElectroShop Sur
2024-11-18,8,Computadora Portátil 15,4,2402.04,7,Wayne Enterprises,6,ElectroShop Oeste
2024-11-27,8,Computadora Portátil 15,2,1336.14,9,Pied Piper,1,ElectroShop Online
2024-05-02,9,Tablet 10,2,733.9,1,ACME Corp,2,Tienda Central
2024-08-22,5,Aspiradora Sin Bolsa,3,708.44,4,Umbrella Corp,1,ElectroShop Online
2024-08-25,8,Computadora Portátil 15,4,2846.97,3,Initech,3,Outlet Norte
2024-12-04,5,Aspiradora Sin Bolsa,1,251.4,5,Weyland-Yutani,8,ElectroShop Este
2024-12-05,10,Smartwatch,1,293.11,10,Hooli,5,Tienda Premium
2024-09-28,6,Licuadora 600W,1,129.81,4,Umbrella Corp,4,ElectroShop Sur
2024-06-10,5,Aspiradora Sin Bolsa,3,739.03,7,Wayne Enterprises,4,ElectroShop Sur
2024-09-23,5,Aspiradora Sin Bolsa,1,246.61,5,Weyland-Yutani,1,ElectroShop Online
2024-08-16,10,Smartwatch,3,971.24,2,Globex Corporation,8,ElectroShop Este
2024-01-24,2,Lavadora 8kg,3,1452.25,8,Dunder Mifflin,9,Tienda Online Plus
2024-05-18,2,Lavadora 8kg,1,449.17,2,Globex Corporation,7,Tienda Express
2024-12-04,9,Tablet 10,2,833.52,8,Dunder Mifflin,6,ElectroShop Oeste
2024-05-02,7,Home Theater 5.1,2,413.45,2,Globex Corporation,7,Tienda Express
2024-04-08,3,Refrigerador Doble Puerta,4,2831.85,8,Dunder Mifflin,5,Tienda Premium
2024-04-22,5,Aspiradora Sin Bolsa,2,503.44,1,ACME Corp,6,ElectroShop Oeste
2024-05-08,10,Smartwatch,3,878.52,2,Globex Corporation,8,ElectroShop Este
2024-03-05,5,Aspiradora Sin Bolsa,1,237.09,6,Stark Industries,3,Outlet Norte
2024-02-08,6,Licuadora 600W,1,132.77,9,Pied Piper,6,ElectroShop Oeste
2024-10-29,5,Aspiradora Sin Bolsa,5,1328.09,5,Weyland-Yutani,8,ElectroShop Este
2024-04-24,4,Microondas 20L,1,305.09,3,Initech,1,ElectroShop Online
2024-03-09,9,Tablet 10,5,2176.19,9,Pied Piper,6,ElectroShop Oeste
2024-11-25,6,Licuadora 600W,5,718.58,2,Globex Corporation,4,ElectroShop Sur
2024-12-17,8,Computadora Portátil 15,4,2775.69,4,Umbrella Corp,1,ElectroShop Online
2024-10-02,8,Computadora Portátil 15,2,1402.55,6,Stark Industries,1,ElectroShop Online
2024-04-04,8,Computadora Portátil 15,2,1348.83,9,Pied Piper,2,Tienda Central
2024-06-22,1,Televisor LED 55,2,1943.95,2,Globex Corporation,7,Tienda Express
2024-01-28,8,Computadora Portátil 15,3,1820.84,8,Dunder Mifflin,2,Tienda Central
2024-10-03,3,Refrigerador Doble Puerta,1,803.77,7,Wayne Enterprises,2,Tienda Central
2024-05-02,5,Aspiradora Sin Bolsa,3,753.22,1,ACME Corp,6,ElectroShop Oeste
2024-06-24,4,Microondas 20L,5,1373.53,9,Pied Piper,10,ElectroShop California
2024-11-16,4,Microondas 20L,2,629.9,5,Weyland-Yutani,2,Tienda Central
2024-09-29,6,Licuadora 600W,4,556.73,7,Wayne Enterprises,7,Tienda Express
2024-05-20,2,Lavadora 8kg,1,463.2,4,Umbrella Corp,7,Tienda Express
2024-09-04,6,Licuadora 600W,1,145.99,3,Initech,2,Tienda Central
2024-03-19,1,Televisor LED 55,4,4074.56,5,Weyland-Yutani,6,ElectroShop Oeste
2024-07-01,7,Home Theater 5.1,2,390.86,10,Hooli,10,ElectroShop California
2024-10-31,10,Smartwatch,3,936.08,6,Stark Industries,7,Tienda Express
2024-08-23,6,Licuadora 600W,1,131.19,3,Initech,4,ElectroShop Sur
2024-09-25,8,Computadora Portátil 15,3,2140.31,6,Stark Industries,1,ElectroShop Online
2024-05-30,7,Home Theater 5.1,1,181.74,10,Hooli,8,ElectroShop Este
2024-10-10,3,Refrigerador Doble Puerta,1,822.5,6,Stark Industries,7,Tienda Express
2024-06-26,6,Licuadora 600W,1,130.41,6,Stark Industries,10,ElectroShop California
2024-09-03,6,Licuadora 600W,4,561.61,8,Dunder Mifflin,9,Tienda Online Plus
2024-07-18,2,Lavadora 8kg,3,1467.07,8,Dunder Mifflin,9,Tienda Online Plus
2024-03-31,2,Lavadora 8kg,3,1426.16,4,Umbrella Corp,10,ElectroShop California
2024-07-14,8,Computadora Portátil 15,2,1263.98,10,Hooli,2,Tienda Central
2024-09-29,1,Televisor LED 55,2,1938.74,4,Umbrella Corp,2,Tienda Central
2024-12-08,8,Computadora Portátil 15,4,2544.89,6,Stark Industries,10,ElectroShop California
2024-11-15,1,Televisor LED 55,5,4549.35,5,Weyland-Yutani,2,Tienda Central
2024-06-14,4,Microondas 20L,3,862.57,2,Globex Corporation,7,Tienda Express
2024-12-20,5,Aspiradora Sin Bolsa,3,767.53,4,Umbrella Corp,8,ElectroShop Este
2024-10-01,9,Tablet 10,1,414.44,9,Pied Piper,5,Tienda Premium
2024-03-12,10,Smartwatch,5,1386.27,5,Weyland-Yutani,10,ElectroShop California
2024-12-05,4,Microondas 20L,1,271.66,9,Pied Piper,10,ElectroShop California
2024-12-28,8,Computadora Portátil 15,4,2376.62,8,Dunder Mifflin,8,ElectroShop Este
2024-01-04,1,Televisor LED 55,2,2113.02,7,Wayne Enterprises,7,Tienda Express
2024-10-26,6,Licuadora 600W,3,383.0,1,ACME Corp,3,Outlet Norte
2024-06-22,10,Smartwatch,1,307.02,3,Initech,4,ElectroShop Sur
2024-05-07,3,Refrigerador Doble Puerta,2,1562.4,8,Dunder Mifflin,10,ElectroShop California
2024-10-03,5,Aspiradora Sin Bolsa,3,728.02,3,Initech,5,Tienda Premium
2024-10-07,1,Televisor LED 55,4,4063.24,9,Pied Piper,1,ElectroShop Online
2024-10-29,4,Microondas 20L,4,1097.77,1,ACME Corp,4,ElectroShop Sur
2024-03-10,5,Aspiradora Sin Bolsa,1,266.9,3,Initech,5,Tienda Premium
2024-09-06,10,Smartwatch,1,287.85,7,Wayne Enterprises,4,ElectroShop Sur
2024-10-22,7,Home Theater 5.1,4,767.08,8,Dunder Mifflin,8,ElectroShop Este
2024-11-11,7,Home Theater 5.1,1,183.01,7,Wayne Enterprises,10,ElectroShop California
2024-03-24,6,Licuadora 600W,5,768.12,5,Weyland-Yutani,4,ElectroShop Sur
2024-06-15,9,Tablet 10,2,776.09,8,Dunder Mifflin,2,Tienda Central
2024-10-29,10,Smartwatch,4,1120.45,6,Stark Industries,5,Tienda Premium
2024-06-29,8,Computadora Portátil 15,3,1870.75,3,Initech,7,Tienda Express
2024-01-13,3,Refrigerador Doble Puerta,5,4110.11,8,Dunder Mifflin,1,ElectroShop Online
2024-12-17,6,Licuadora 600W,3,448.86,9,Pied Piper,7,Tienda Express
2024-12-30,6,Licuadora 600W,4,575.73,4,Umbrella Corp,5,Tienda Premium
2024-09-10,1,Televisor LED 55,4,4344.25,2,Globex Corporation,10,ElectroShop California
2024-11-09,4,Microondas 20L,4,1279.63,10,Hooli,10,ElectroShop California
2024-05-31,1,Televisor LED 55,3,2902.38,1,ACME Corp,8,ElectroShop Este
2024-05-05,3,Refrigerador Doble Puerta,1,804.91,1,ACME Corp,5,Tienda Premium
2024-03-20,4,Microondas 20L,3,927.58,3,Initech,7,Tienda Express
2024-03-28,2,Lavadora 8kg,2,948.81,10,Hooli,10,ElectroShop California
2024-01-22,3,Refrigerador Doble Puerta,5,3502.47,4,Umbrella Corp,2,Tienda Central
2024-01-31,4,Microondas 20L,5,1388.02,10,Hooli,1,ElectroShop Online
2024-10-03,6,Licuadora 600W,4,556.4,2,Globex Corporation,1,ElectroShop Online
2024-12-13,8,Computadora Portátil 15,5,3485.1,2,Globex Corporation,5,Tienda Premium
2024-09-21,7,Home Theater 5.1,2,368.4,8,Dunder Mifflin,1,ElectroShop Online
2024-12-02,8,Computadora Portátil 15,5,3144.4,10,Hooli,9,Tienda Online Plus
2024-10-15,2,Lavadora 8kg,5,2441.45,8,Dunder Mifflin,7,Tienda Express
2024-09-08,9,Tablet 10,5,2154.83,7,Wayne Enterprises,5,Tienda Premium
2024-01-15,7,Home Theater 5.1,2,418.89,10,Hooli,10,ElectroShop California
2024-03-03,1,Televisor LED 55,4,4052.48,9,Pied Piper,3,Outlet Norte
2024-12-24,1,Televisor LED 55,3,3086.79,1,ACME Corp,9,Tienda Online Plus
2024-11-04,7,Home Theater 5.1,3,613.18,8,Dunder Mifflin,9,Tienda Online Plus
2024-12-06,7,Home Theater 5.1,1,218.77,2,Globex Corporation,3,Outlet Norte
2024-05-28,7,Home Theater 5.1,5,991.05,2,Globex Corporation,9,Tienda Online Plus
2024-08-01,6,Licuadora 600W,4,612.65,7,Wayne Enterprises,2,Tienda Central
2024-09-06,5,Aspiradora Sin Bolsa,5,1360.25,5,Weyland-Yutani,3,Outlet Norte
2024-05-30,6,Licuadora 600W,3,451.07,8,Dunder Mifflin,1,ElectroShop Online
2024-09-18,2,Lavadora 8kg,5,2282.95,9,Pied Piper,6,ElectroShop Oeste
2024-02-08,1,Televisor LED 55,2,1909.15,1,ACME Corp,4,ElectroShop Sur
2024-11-04,9,Tablet 10,5,2072.23,4,Umbrella Corp,3,Outlet Norte
2024-06-10,7,Home Theater 5.1,3,564.12,1,ACME Corp,6,ElectroShop Oeste
2024-08-09,4,Microondas 20L,2,637.72,5,Weyland-Yutani,10,ElectroShop California
2024-07-27,3,Refrigerador Doble Puerta,3,2093.25,2,Globex Corporation,6,ElectroShop Oeste
2024-01-12,8,Computadora Portátil 15,1,680.11,1,ACME Corp,3,Outlet Norte
2024-10-30,4,Microondas 20L,2,645.11,8,Dunder Mifflin,3,Outlet Norte
2024-12-05,3,Refrigerador Doble Puerta,5,3839.17,6,Stark Industries,9,Tienda Online Plus
2024-09-03,3,Refrigerador Doble Puerta,3,2181.07,1,ACME Corp,2,Tienda Central
2024-12-10,2,Lavadora 8kg,1,472.92,1,ACME Corp,6,ElectroShop Oeste
2024-11-22,6,Licuadora 600W,3,390.97,2,Globex Corporation,7,Tienda Express
2024-09-21,3,Refrigerador Doble Puerta,1,774.81,10,Hooli,2,Tienda Central
2024-04-18,10,Smartwatch,2,585.68,6,Stark Industries,8,ElectroShop Este
2024-12-15,6,Licuadora 600W,2,286.78,8,Dunder Mifflin,10,ElectroShop California
2024-04-12,10,Smartwatch,2,603.37,1,ACME Corp,2,Tienda Central
2024-05-26,9,Tablet 10,5,2051.46,8,Dunder Mifflin,8,ElectroShop Este
2024-09-15,10,Smartwatch,5,1352.91,4,Umbrella Corp,2,Tienda Central
2024-03-03,7,Home Theater 5.1,2,369.34,8,Dunder Mifflin,7,Tienda Express
2024-05-26,6,Licuadora 600W,3,386.92,10,Hooli,1,ElectroShop Online
2024-04-07,7,Home Theater 5.1,5,1093.3,9,Pied Piper,10,ElectroShop California
2024-05-14,3,Refrigerador Doble Puerta,2,1604.16,3,Initech,5,Tienda Premium
2024-08-31,1,Televisor LED 55,1,1074.81,1,ACME Corp,3,Outlet Norte
2024-02-07,10,Smartwatch,5,1472.66,4,Umbrella Corp,6,ElectroShop Oeste
2024-09-29,7,Home Theater 5.1,4,874.19,5,Weyland-Yutani,1,ElectroShop Online
2024-06-07,6,Licuadora 600W,2,283.32,7,Wayne Enterprises,6,ElectroShop Oeste
2024-07-14,7,Home Theater 5.1,3,610.98,5,Weyland-Yutani,2,Tienda Central
2024-02-11,7,Home Theater 5.1,3,558.41,4,Umbrella Corp,8,ElectroShop Este
2024-11-07,6,Licuadora 600W,4,559.3,2,Globex Corporation,7,Tienda Express
2024-06-25,8,Computadora Portátil 15,4,2388.02,9,Pied Piper,8,ElectroShop Este
2024-05-21,5,Aspiradora Sin Bolsa,2,457.11,8,Dunder Mifflin,10,ElectroShop California
2024-04-10,10,Smartwatch,1,328.88,4,Umbrella Corp,5,Tienda Premium
2024-09-08,10,Smartwatch,3,834.33,6,Stark Industries,2,Tienda Central
2024-03-29,10,Smartwatch,5,1441.85,9,Pied Piper,7,Tienda Express
2024-09-19,2,Lavadora 8kg,3,1291.39,3,Initech,2,Tienda Central
2024-07-18,5,Aspiradora Sin Bolsa,5,1368.42,9,Pied Piper,6,ElectroShop Oeste
2024-11-30,1,Televisor LED 55,4,4064.13,2,Globex Corporation,8,ElectroShop Este
2024-06-04,3,Refrigerador Doble Puerta,2,1403.99,10,Hooli,5,Tienda Premium
2024-04-28,2,Lavadora 8kg,1,435.85,7,Wayne Enterprises,7,Tienda Express
2024-04-15,7,Home Theater 5.1,4,782.85,10,Hooli,9,Tienda Online Plus
2024-10-02,6,Licuadora 600W,3,428.6,1,ACME Corp,5,Tienda Premium
2024-07-05,5,Aspiradora Sin Bolsa,2,456.55,5,Weyland-Yutani,5,Tienda Premium
2024-07-05,6,Licuadora 600W,5,687.02,7,Wayne Enterprises,1,ElectroShop Online
2024-07-05,8,Computadora Portátil 15,4,2782.99,5,Weyland-Yutani,8,ElectroShop Este
2024-10-31,2,Lavadora 8kg,1,464.29,6,Stark Industries,2,Tienda Central
2024-09-25,8,Computadora Portátil 15,2,1256.21,5,Weyland-Yutani,10,ElectroShop California
2024-04-05,7,Home Theater 5.1,2,410.8,10,Hooli,10,ElectroShop California
2024-08-16,7,Home Theater 5.1,1,189.81,2,Globex Corporation,3,Outlet Norte
2024-03-19,10,Smartwatch,5,1359.22,10,Hooli,7,Tienda Express
2024-03-24,5,Aspiradora Sin Bolsa,4,907.98,4,Umbrella Corp,1,ElectroShop Online
2024-08-22,2,Lavadora 8kg,3,1387.31,7,Wayne Enterprises,5,Tienda Premium
2024-04-15,3,Refrigerador Doble Puerta,5,3724.87,4,Umbrella Corp,3,Outlet Norte
2024-07-04,3,Refrigerador Doble Puerta,3,2135.9,3,Initech,10,ElectroShop California
2024-04-16,9,Tablet 10,1,376.15,3,Initech,4,ElectroShop Sur
2024-02-19,8,Computadora Portátil 15,4,2513.43,7,Wayne Enterprises,10,ElectroShop California
2024-05-30,5,Aspiradora Sin Bolsa,4,915.81,7,Wayne Enterprises,3,Outlet Norte
2024-01-24,5,Aspiradora Sin Bolsa,1,267.07,4,Umbrella Corp,9,Tienda Online Plus
2024-08-31,10,Smartwatch,5,1384.43,2,Globex Corporation,9,Tienda Online Plus
2024-05-22,10,Smartwatch,4,1260.55,1,ACME Corp,8,ElectroShop Este
2024-02-18,6,Licuadora 600W,4,609.17,3,Initech,4,ElectroShop Sur
2024-10-14,4,Microondas 20L,1,281.94,4,Umbrella Corp,7,Tienda Express
2024-05-08,3,Refrigerador Doble Puerta,4,2863.43,10,Hooli,3,Outlet Norte
2024-04-12,7,Home Theater 5.1,5,962.37,7,Wayne Enterprises,1,ElectroShop Online
2024-02-23,2,Lavadora 8kg,2,980.11,4,Umbrella Corp,9,Tienda Online Plus
2024-10-15,9,Tablet 10,1,433.12,9,Pied Piper,1,ElectroShop Online
2024-07-18,10,Smartwatch,4,1120.15,1,ACME Corp,9,Tienda Online Plus
2024-03-08,10,Smartwatch,5,1611.5,5,Weyland-Yutani,6,ElectroShop Oeste
2024-08-10,4,Microondas 20L,5,1374.0,7,Wayne Enterprises,1,ElectroShop Online
2024-08-01,10,Smartwatch,4,1103.66,3,Initech,1,ElectroShop Online
2024-02-02,5,Aspiradora Sin Bolsa,5,1361.61,10,Hooli,8,ElectroShop Este
2024-05-26,6,Licuadora 600W,3,454.77,9,Pied Piper,10,ElectroShop California
2024-04-20,7,Home Theater 5.1,1,205.48,7,Wayne Enterprises,1,ElectroShop Online
2024-07-10,6,Licuadora 600W,5,680.14,5,Weyland-Yutani,1,ElectroShop Online
2024-12-26,2,Lavadora 8kg,4,1659.98,7,Wayne Enterprises,4,ElectroShop Sur
2024-10-04,3,Refrigerador Doble Puerta,4,2928.1,4,Umbrella Corp,2,Tienda Central
2024-02-09,6,Licuadora 600W,3,461.82,2,Globex Corporation,4,ElectroShop Sur
2024-01-08,4,Microondas 20L,5,1590.53,4,Umbrella Corp,1,ElectroShop Online
2024-08-13,3,Refrigerador Doble Puerta,5,3542.2,4,Umbrella Corp,2,Tienda Central
2024-07-24,3,Refrigerador Doble Puerta,3,2403.56,3,Initech,3,Outlet Norte
2024-09-23,1,Televisor LED 55,1,940.66,8,Dunder Mifflin,2,Tienda Central
2024-01-06,3,Refrigerador Doble Puerta,2,1465.03,4,Umbrella Corp,3,Outlet Norte
2024-03-15,6,Licuadora 600W,3,390.68,5,Weyland-Yutani,4,ElectroShop Sur
2024-08-10,3,Refrigerador Doble Puerta,1,734.17,3,Initech,9,Tienda Online Plus
2024-02-28,3,Refrigerador Doble Puerta,2,1602.11,1,ACME Corp,8,ElectroShop Este
2024-05-08,3,Refrigerador Doble Puerta,1,710.5,3,Initech,8,ElectroShop Este
2024-08-30,2,Lavadora 8kg,5,2215.82,2,Globex Corporation,4,ElectroShop Sur
2024-10-15,5,Aspiradora Sin Bolsa,5,1168.99,10,Hooli,1,ElectroShop Online
2024-10-05,5,Aspiradora Sin Bolsa,3,749.43,7,Wayne Enterprises,5,Tienda Premium
2024-12-06,10,Smartwatch,1,278.19,6,Stark Industries,5,Tienda Premium
2024-01-14,3,Refrigerador Doble Puerta,1,756.61,6,Stark Industries,7,Tienda Express
2024-11-03,6,Licuadora 600W,1,138.69,2,Globex Corporation,1,ElectroShop Online
2024-12-10,4,Microondas 20L,1,275.64,5,Weyland-Yutani,7,Tienda Express
2024-12-16,9,Tablet 10,5,2168.57,6,Stark Industries,10,ElectroShop California
2024-05-04,1,Televisor LED 55,5,4713.54,9,Pied Piper,2,Tienda Central
2024-03-07,4,Microondas 20L,1,279.53,4,Umbrella Corp,1,ElectroShop Online
2024-03-12,2,Lavadora 8kg,5,2079.29,3,Initech,1,ElectroShop Online
2024-03-02,8,Computadora Portátil 15,1,708.55,1,ACME Corp,3,Outlet Norte
2024-11-22,1,Televisor LED 55,4,4247.2,4,Umbrella Corp,1,ElectroShop Online
2024-07-07,3,Refrigerador Doble Puerta,1,789.64,2,Globex Corporation,1,ElectroShop Online
2024-05-25,3,Refrigerador Doble Puerta,4,3171.79,2,Globex Corporation,6,ElectroShop Oeste
2024-08-27,10,Smartwatch,3,859.6,2,Globex Corporation,1,ElectroShop Online
2024-10-29,5,Aspiradora Sin Bolsa,3,723.85,4,Umbrella Corp,6,ElectroShop Oeste
2024-01-29,7,Home Theater 5.1,2,398.9,1,ACME Corp,9,Tienda Online Plus
2024-07-22,8,Computadora Portátil 15,2,1317.37,7,Wayne Enterprises,8,ElectroShop Este
2024-03-20,3,Refrigerador Doble Puerta,4,3034.39,6,Stark Industries,9,Tienda Online Plus
2024-07-03,5,Aspiradora Sin Bolsa,4,926.45,7,Wayne Enterprises,4,ElectroShop Sur
2024-03-16,5,Aspiradora Sin Bolsa,4,1071.53,4,Umbrella Corp,1,ElectroShop Online
2024-08-25,2,Lavadora 8kg,5,2251.17,7,Wayne Enterprises,4,ElectroShop Sur
2024-09-11,2,Lavadora 8kg,3,1400.88,4,Umbrella Corp,10,ElectroShop California
2024-03-07,5,Aspiradora Sin Bolsa,5,1138.37,4,Umbrella Corp,5,Tienda Premium
2024-07-25,3,Refrigerador Doble Puerta,4,3188.66,4,Umbrella Corp,8,ElectroShop Este
2024-03-18,8,Computadora Portátil 15,1,670.64,9,Pied Piper,5,Tienda Premium
2024-03-26,3,Refrigerador Doble Puerta,3,2169.13,3,Initech,1,ElectroShop Online
2024-06-04,6,Licuadora 600W,3,423.16,6,Stark Industries,1,ElectroShop Online
2024-08-05,2,Lavadora 8kg,5,2265.08,9,Pied Piper,8,ElectroShop Este
2024-08-08,5,Aspiradora Sin Bolsa,5,1203.81,2,Globex Corporation,9,Tienda Online Plus
2024-07-30,7,Home Theater 5.1,2,369.2,2,Globex Corporation,6,ElectroShop Oeste
2024-03-29,2,Lavadora 8kg,3,1419.06,2,Globex Corporation,10,ElectroShop California
2024-06-02,5,Aspiradora Sin Bolsa,2,458.07,3,Initech,3,Outlet Norte
2024-02-13,9,Tablet 10,1,374.08,5,Weyland-Yutani,9,Tienda Online Plus
2024-10-06,5,Aspiradora Sin Bolsa,4,998.89,6,Stark Industries,3,Outlet Norte
2024-10-10,7,Home Theater 5.1,2,365.98,9,Pied Piper,6,ElectroShop Oeste
2024-05-08,4,Microondas 20L,1,271.44,7,Wayne Enterprises,6,ElectroShop Oeste
2024-12-21,4,Microondas 20L,5,1399.15,10,Hooli,5,Tienda Premium
2024-01-04,10,Smartwatch,2,628.82,4,Umbrella Corp,3,Outlet Norte
2024-07-03,2,Lavadora 8kg,3,1241.54,6,Stark Industries,7,Tienda Express
2024-03-27,4,Microondas 20L,4,1122.95,1,ACME Corp,10,ElectroShop California
2024-04-23,1,Televisor LED 55,2,1828.95,4,Umbrella Corp,7,Tienda Express
2024-05-17,5,Aspiradora Sin Bolsa,3,808.94,3,Initech,1,ElectroShop Online
2024-02-12,2,Lavadora 8kg,4,1942.86,7,Wayne Enterprises,4,ElectroShop Sur
2024-08-09,4,Microondas 20L,4,1258.48,8,Dunder Mifflin,10,ElectroShop California
2024-11-11,5,Aspiradora Sin Bolsa,1,240.85,1,ACME Corp,10,ElectroShop California
2024-11-12,5,Aspiradora Sin Bolsa,2,506.05,7,Wayne Enterprises,7,Tienda Express
2024-06-14,2,Lavadora 8kg,2,956.41,6,Stark Industries,1,ElectroShop Online
2024-09-08,9,Tablet 10,1,377.72,5,Weyland-Yutani,9,Tienda Online Plus
2024-07-14,6,Licuadora 600W,3,414.89,1,ACME Corp,2,Tienda Central
2024-01-25,5,Aspiradora Sin Bolsa,4,1047.17,1,ACME Corp,8,ElectroShop Este
2024-01-31,5,Aspiradora Sin Bolsa,1,244.85,2,Globex Corporation,5,Tienda Premium
2024-02-12,9,Tablet 10,4,1451.89,6,Stark Industries,6,ElectroShop Oeste
2024-04-25,1,Televisor LED 55,4,3835.32,2,Globex Corporation,10,ElectroShop California
2024-11-17,8,Computadora Portátil 15,4,2810.43,10,Hooli,6,ElectroShop Oeste
2024-12-29,10,Smartwatch,3,962.29,10,Hooli,5,Tienda Premium
2024-06-30,1,Televisor LED 55,2,1924.42,8,Dunder Mifflin,3,Outlet Norte
2024-04-01,3,Refrigerador Doble Puerta,3,2071.72,5,Weyland-Yutani,3,Outlet Norte
2024-02-15,6,Licuadora 600W,5,757.65,2,Globex Corporation,6,ElectroShop Oeste
2024-01-24,8,Computadora Portátil 15,2,1286.68,7,Wayne Enterprises,9,Tienda Online Plus
2024-04-20,4,Microondas 20L,5,1486.79,5,Weyland-Yutani,9,Tienda Online Plus
2024-05-12,3,Refrigerador Doble Puerta,2,1469.9,7,Wayne Enterprises,8,ElectroShop Este
2024-12-14,6,Licuadora 600W,1,146.29,1,ACME Corp,8,ElectroShop Este
2024-12-08,1,Televisor LED 55,5,4533.12,9,Pied Piper,1,ElectroShop Online
2024-02-13,5,Aspiradora Sin Bolsa,4,930.7,8,Dunder Mifflin,5,Tienda Premium
